1,3,1582197082,0.000000,0.000000,0.000000,0.000000,0,0,1582197077,27,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
2,3,1582197083,0.000000,0.000000,0.000000,0.000000,0,0,1582197083,27,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
3,3,1582197084,0.000000,0.000000,0.000000,0.000000,0,0,1582197083,27,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
4,3,1582197084,0.000000,0.000000,0.000000,0.000000,0,0,1582197084,27,Jio 4G Jio 4G,99,30,1582197074,1,1,47676
5,3,1582197137,0.000000,0.000000,0.000000,0.000000,0,0,1582197137,27,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
6,3,1582197138,0.000000,0.000000,0.000000,0.000000,0,0,1582197138,27,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
7,3,1582197139,0.000000,0.000000,0.000000,0.000000,0,0,1582197139,27,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
8,3,1582197148,0.000000,0.000000,0.000000,0.000000,0,0,1582197148,27,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
9,3,1582197415,0.000000,0.000000,0.000000,0.000000,0,0,1582197415,29,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
10,3,1582197418,0.000000,0.000000,0.000000,0.000000,0,0,1582197418,29,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
11,3,1582197419,0.000000,0.000000,0.000000,0.000000,0,0,1582197419,29,Jio 4G Jio 4G,99,30,1582197074,1,1,46444
12,3,1582197421,0.000000,0.000000,0.000000,0.000000,0,0,1582197421,29,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
13,3,1582197424,0.000000,0.000000,0.000000,0.000000,0,0,1582197424,29,Jio 4G Jio 4G,99,30,1582197074,1,1,46444
14,3,1582197444,0.000000,0.000000,0.000000,0.000000,0,0,1582197444,29,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
15,3,1582197456,0.000000,0.000000,0.000000,0.000000,0,0,1582197456,29,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
16,3,1582197457,0.000000,0.000000,0.000000,0.000000,0,0,1582197457,29,Jio 4G Jio 4G,99,29,1582197074,1,1,46444
17,3,1582197461,0.000000,0.000000,0.000000,0.000000,0,0,1582197461,29,Jio 4G Jio 4G,99,30,1582197074,1,1,47060
18,3,1582197463,0.000000,0.000000,0.000000,0.000000,0,0,1582197463,29,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
19,3,1582197465,0.000000,0.000000,0.000000,0.000000,0,0,1582197465,29,Jio 4G Jio 4G,99,29,1582197074,1,1,47060
20,3,1582197466,0.000000,0.000000,0.000000,0.000000,0,0,1582197466,29,Jio 4G Jio 4G,99,30,1582197074,1,1,47060
21,3,1582197747,0.000000,0.000000,0.000000,0.000000,0,0,1582197747,29,Jio 4G Jio 4G,99,30,1582197074,1,1,47060
